Date,Team,Opponent,ERA,Player,Year
May 2,TOR,vs CLE,2.95,Chris Bassitt,2025
Mar 30,TOR,vs BAL,1.50,Chris Bassitt,2025
Apr 5,TOR,@ NYM,0.71,Chris Bassitt,2025
Apr 10,TOR,@ BOS,0.98,Chris Bassitt,2025
Apr 16,TOR,vs ATL,0.77,Chris Bassitt,2025
Apr 22,TOR,@ HOU,1.88,Chris Bassitt,2025
Apr 27,TOR,@ NYY,2.62,Chris Bassitt,2025
May 2,TOR,vs CLE,2.95,Chris Bassitt,2025
Mar 31,MIN,@ CWS,24.30,Chris Paddack,2025
Apr 6,MIN,vs HOU,14.73,Chris Paddack,2025
Apr 12,MIN,vs DET,9.49,Chris Paddack,2025
Apr 18,MIN,@ ATL,7.27,Chris Paddack,2025
Apr 24,MIN,vs CWS,6.45,Chris Paddack,2025
Apr 29,MIN,@ CLE,5.60,Chris Paddack,2025
May 4,MIN,@ BOS,5.57,Chris Paddack,2025
Mar 31,MIN,@ CWS,24.30,Chris Paddack,2025
Apr 6,MIN,vs HOU,14.73,Chris Paddack,2025
Apr 12,MIN,vs DET,9.49,Chris Paddack,2025
Apr 18,MIN,@ ATL,7.27,Chris Paddack,2025
Apr 24,MIN,vs CWS,6.45,Chris Paddack,2025
Apr 29,MIN,@ CLE,5.60,Chris Paddack,2025
May 4,MIN,@ BOS,5.57,Chris Paddack,2025
Mar 27,ATL,@ SD,5.40,Chris Sale,2025
Apr 1,ATL,@ LAD,5.40,Chris Sale,2025
Apr 8,ATL,vs PHI,6.75,Chris Sale,2025
Apr 13,ATL,@ TB,6.63,Chris Sale,2025
Apr 19,ATL,vs MIN,6.17,Chris Sale,2025
Apr 25,ATL,@ AZ,5.40,Chris Sale,2025
Apr 30,ATL,@ COL,4.84,Chris Sale,2025
Mar 27,ATL,@ SD,5.40,Chris Sale,2025
Apr 1,ATL,@ LAD,5.40,Chris Sale,2025
Apr 8,ATL,vs PHI,6.75,Chris Sale,2025
Apr 13,ATL,@ TB,6.63,Chris Sale,2025
Apr 19,ATL,vs MIN,6.17,Chris Sale,2025
Apr 25,ATL,@ AZ,5.40,Chris Sale,2025
Apr 30,ATL,@ COL,4.84,Chris Sale,2025
Apr 16,NYY,vs KC,4.76,Clarke Schmidt,2025
Apr 21,NYY,@ CLE,7.45,Clarke Schmidt,2025
Apr 27,NYY,vs TOR,5.52,Clarke Schmidt,2025
Apr 16,NYY,vs KC,4.76,Clarke Schmidt,2025
Apr 21,NYY,@ CLE,7.45,Clarke Schmidt,2025
Apr 27,NYY,vs TOR,5.52,Clarke Schmidt,2025
Mar 27,NYM,@ HOU,3.86,Clay Holmes,2025
Apr 2,NYM,@ MIA,2.89,Clay Holmes,2025
Apr 8,NYM,vs MIA,4.30,Clay Holmes,2025
Apr 14,NYM,@ MIN,3.66,Clay Holmes,2025
Apr 20,NYM,vs STL,3.16,Clay Holmes,2025
Apr 26,NYM,@ WSH,2.64,Clay Holmes,2025
May 2,NYM,@ STL,2.95,Clay Holmes,2025
Mar 27,NYM,@ HOU,3.86,Clay Holmes,2025
Apr 2,NYM,@ MIA,2.89,Clay Holmes,2025
Apr 8,NYM,vs MIA,4.30,Clay Holmes,2025
Apr 14,NYM,@ MIN,3.66,Clay Holmes,2025
Apr 20,NYM,vs STL,3.16,Clay Holmes,2025
Apr 26,NYM,@ WSH,2.64,Clay Holmes,2025
May 2,NYM,@ STL,2.95,Clay Holmes,2025
Mar 30,CHC,@ AZ,0.00,Colin Rea,2025
Mar 31,CHC,@ ATH,0.00,Colin Rea,2025
Apr 7,CHC,vs TEX,0.00,Colin Rea,2025
Apr 13,CHC,@ LAD,1.00,Colin Rea,2025
Apr 18,CHC,vs AZ,1.32,Colin Rea,2025
Apr 25,CHC,vs PHI,0.96,Colin Rea,2025
May 1,CHC,@ PIT,1.46,Colin Rea,2025
Mar 30,CHC,@ AZ,0.00,Colin Rea,2025
Mar 31,CHC,@ ATH,0.00,Colin Rea,2025
Apr 7,CHC,vs TEX,0.00,Colin Rea,2025
Apr 13,CHC,@ LAD,1.00,Colin Rea,2025
Apr 18,CHC,vs AZ,1.32,Colin Rea,2025
Apr 25,CHC,vs PHI,0.96,Colin Rea,2025
May 1,CHC,@ PIT,1.46,Colin Rea,2025
Mar 28,MIA,vs PIT,5.40,Connor Gillispie,2025
Apr 2,MIA,vs NYM,3.60,Connor Gillispie,2025
Apr 8,MIA,@ NYM,3.86,Connor Gillispie,2025
Apr 15,MIA,vs AZ,6.63,Connor Gillispie,2025
Apr 20,MIA,@ PHI,6.75,Connor Gillispie,2025
Apr 26,MIA,@ SEA,8.65,Connor Gillispie,2025
Mar 28,MIA,vs PIT,5.40,Connor Gillispie,2025
Apr 2,MIA,vs NYM,3.60,Connor Gillispie,2025
Apr 8,MIA,@ NYM,3.86,Connor Gillispie,2025
Apr 15,MIA,vs AZ,6.63,Connor Gillispie,2025
Apr 20,MIA,@ PHI,6.75,Connor Gillispie,2025
Apr 26,MIA,@ SEA,8.65,Connor Gillispie,2025
Mar 31,PHI,vs COL,1.69,Cristopher Sanchez,2025
Apr 6,PHI,vs LAD,4.09,Cristopher Sanchez,2025
Apr 12,PHI,@ STL,3.12,Cristopher Sanchez,2025
Apr 17,PHI,vs SF,2.96,Cristopher Sanchez,2025
Apr 22,PHI,@ NYM,3.42,Cristopher Sanchez,2025
Apr 30,PHI,vs WSH,3.45,Cristopher Sanchez,2025
Mar 31,PHI,vs COL,1.69,Cristopher Sanchez,2025
Apr 6,PHI,vs LAD,4.09,Cristopher Sanchez,2025
Apr 12,PHI,@ STL,3.12,Cristopher Sanchez,2025
Apr 17,PHI,vs SF,2.96,Cristopher Sanchez,2025
Apr 22,PHI,@ NYM,3.42,Cristopher Sanchez,2025
Apr 30,PHI,vs WSH,3.45,Cristopher Sanchez,2025
Apr 11,MIN,vs DET,0.00,David Festa,2025
Apr 16,MIN,vs NYM,0.00,David Festa,2025
Apr 23,MIN,vs CWS,1.38,David Festa,2025
Apr 11,MIN,vs DET,0.00,David Festa,2025
Apr 16,MIN,vs NYM,0.00,David Festa,2025
Apr 23,MIN,vs CWS,1.38,David Festa,2025
Mar 31,NYM,@ MIA,3.00,David Peterson,2025
Apr 6,NYM,vs TOR,2.53,David Peterson,2025
Apr 12,NYM,@ ATH,2.70,David Peterson,2025
Apr 18,NYM,vs STL,3.27,David Peterson,2025
Apr 23,NYM,vs PHI,3.29,David Peterson,2025
Apr 29,NYM,vs AZ,3.06,David Peterson,2025
Mar 31,NYM,@ MIA,3.00,David Peterson,2025
Apr 6,NYM,vs TOR,2.53,David Peterson,2025
Apr 12,NYM,@ ATH,2.70,David Peterson,2025
Apr 18,NYM,vs STL,3.27,David Peterson,2025
Apr 23,NYM,vs PHI,3.29,David Peterson,2025
Apr 29,NYM,vs AZ,3.06,David Peterson,2025
Mar 30,CWS,vs LAA,0.00,Davis Martin,2025
Apr 5,CWS,@ DET,5.73,Davis Martin,2025
Apr 11,CWS,vs BOS,4.24,Davis Martin,2025
Apr 17,CWS,vs ATH,4.84,Davis Martin,2025
Apr 22,CWS,@ MIN,3.95,Davis Martin,2025
Apr 27,CWS,@ ATH,3.24,Davis Martin,2025
May 3,CWS,vs HOU,3.52,Davis Martin,2025
Mar 30,CWS,vs LAA,0.00,Davis Martin,2025
Apr 5,CWS,@ DET,5.73,Davis Martin,2025
Apr 11,CWS,vs BOS,4.24,Davis Martin,2025
Apr 17,CWS,vs ATH,4.84,Davis Martin,2025
Apr 22,CWS,@ MIN,3.95,Davis Martin,2025
Apr 27,CWS,@ ATH,3.24,Davis Martin,2025
May 3,CWS,vs HOU,3.52,Davis Martin,2025
Mar 29,BAL,@ TOR,8.44,Dean Kremer,2025
Apr 4,BAL,@ KC,6.52,Dean Kremer,2025
Apr 9,BAL,@ AZ,8.16,Dean Kremer,2025
Apr 16,BAL,vs CLE,6.41,Dean Kremer,2025
Apr 22,BAL,@ WSH,6.84,Dean Kremer,2025
Apr 27,BAL,@ DET,7.04,Dean Kremer,2025
May 2,BAL,vs KC,5.73,Dean Kremer,2025
Mar 29,BAL,@ TOR,8.44,Dean Kremer,2025
Apr 4,BAL,@ KC,6.52,Dean Kremer,2025
Apr 9,BAL,@ AZ,8.16,Dean Kremer,2025
Apr 16,BAL,vs CLE,6.41,Dean Kremer,2025
Apr 22,BAL,@ WSH,6.84,Dean Kremer,2025
Apr 27,BAL,@ DET,7.04,Dean Kremer,2025
May 2,BAL,vs KC,5.73,Dean Kremer,2025
Apr 26,CLE,vs BOS,18.00,Doug Nikhazy,2025
Apr 26,CLE,vs BOS,18.00,Doug Nikhazy,2025
Apr 1,LAD,vs ATL,0.00,Dustin May,2025
Apr 7,LAD,@ WSH,0.82,Dustin May,2025
Apr 14,LAD,vs COL,1.06,Dustin May,2025
Apr 22,LAD,@ CHC,3.68,Dustin May,2025
Apr 28,LAD,vs MIA,3.95,Dustin May,2025
May 4,LAD,@ ATL,4.36,Dustin May,2025
Apr 1,LAD,vs ATL,0.00,Dustin May,2025
Apr 7,LAD,@ WSH,0.82,Dustin May,2025
Apr 14,LAD,vs COL,1.06,Dustin May,2025
Apr 22,LAD,@ CHC,3.68,Dustin May,2025
Apr 28,LAD,vs MIA,3.95,Dustin May,2025
May 4,LAD,@ ATL,4.36,Dustin May,2025
Apr 2,TOR,vs WSH,0.00,Easton Lucas,2025
Apr 8,TOR,@ BOS,0.00,Easton Lucas,2025
Apr 14,TOR,vs ATL,4.70,Easton Lucas,2025
Apr 20,TOR,vs SEA,7.41,Easton Lucas,2025
Apr 2,TOR,vs WSH,0.00,Easton Lucas,2025
Apr 8,TOR,@ BOS,0.00,Easton Lucas,2025
Apr 14,TOR,vs ATL,4.70,Easton Lucas,2025
Apr 20,TOR,vs SEA,7.41,Easton Lucas,2025
Apr 11,MIA,vs WSH,3.18,Edward Cabrera,2025
Apr 17,MIA,vs AZ,6.52,Edward Cabrera,2025
Apr 22,MIA,vs CIN,6.14,Edward Cabrera,2025
Apr 28,MIA,@ LAD,7.23,Edward Cabrera,2025
May 4,MIA,vs ATH,6.29,Edward Cabrera,2025
Apr 11,MIA,vs WSH,3.18,Edward Cabrera,2025
Apr 17,MIA,vs AZ,6.52,Edward Cabrera,2025
Apr 22,MIA,vs CIN,6.14,Edward Cabrera,2025
Apr 28,MIA,@ LAD,7.23,Edward Cabrera,2025
May 4,MIA,vs ATH,6.29,Edward Cabrera,2025
Mar 31,MIL,vs KC,9.00,Elvin Rodriguez,2025
Apr 5,MIL,vs CIN,11.00,Elvin Rodriguez,2025
Apr 10,MIL,@ COL,10.61,Elvin Rodriguez,2025
Apr 14,MIL,vs DET,7.53,Elvin Rodriguez,2025
May 3,MIL,vs CHC,7.04,Elvin Rodriguez,2025
Mar 31,MIL,vs KC,9.00,Elvin Rodriguez,2025
Apr 5,MIL,vs CIN,11.00,Elvin Rodriguez,2025
Apr 10,MIL,@ COL,10.61,Elvin Rodriguez,2025
Apr 14,MIL,vs DET,7.53,Elvin Rodriguez,2025
May 3,MIL,vs CHC,7.04,Elvin Rodriguez,2025
Mar 31,SEA,vs DET,81.00,Emerson Hancock,2025
Apr 17,SEA,@ CIN,12.71,Emerson Hancock,2025
Apr 23,SEA,@ BOS,7.71,Emerson Hancock,2025
Apr 30,SEA,vs LAA,6.62,Emerson Hancock,2025
Mar 31,SEA,vs DET,81.00,Emerson Hancock,2025
Apr 17,SEA,@ CIN,12.71,Emerson Hancock,2025
Apr 23,SEA,@ BOS,7.71,Emerson Hancock,2025
Apr 30,SEA,vs LAA,6.62,Emerson Hancock,2025
Mar 29,STL,vs MIN,1.50,Erick Fedde,2025
Apr 4,STL,@ BOS,7.00,Erick Fedde,2025
Apr 9,STL,@ PIT,4.20,Erick Fedde,2025
Apr 15,STL,vs HOU,3.43,Erick Fedde,2025
Apr 21,STL,@ ATL,3.33,Erick Fedde,2025
Apr 27,STL,vs MIL,4.68,Erick Fedde,2025
May 4,STL,vs NYM,4.78,Erick Fedde,2025
Mar 29,STL,vs MIN,1.50,Erick Fedde,2025
Apr 4,STL,@ BOS,7.00,Erick Fedde,2025
Apr 9,STL,@ PIT,4.20,Erick Fedde,2025
Apr 15,STL,vs HOU,3.43,Erick Fedde,2025
Apr 21,STL,@ ATL,3.33,Erick Fedde,2025
Apr 27,STL,vs MIL,4.68,Erick Fedde,2025
May 4,STL,vs NYM,4.78,Erick Fedde,2025
Mar 27,HOU,vs NYM,0.00,Framber Valdez,2025
Apr 2,HOU,vs SF,3.75,Framber Valdez,2025
Apr 8,HOU,@ SEA,2.50,Framber Valdez,2025
Apr 14,HOU,@ STL,4.91,Framber Valdez,2025
Apr 20,HOU,vs SD,4.50,Framber Valdez,2025
Apr 26,HOU,@ KC,4.00,Framber Valdez,2025
May 2,HOU,@ CWS,4.39,Framber Valdez,2025
Mar 27,HOU,vs NYM,0.00,Framber Valdez,2025
Apr 2,HOU,vs SF,3.75,Framber Valdez,2025
Apr 8,HOU,@ SEA,2.50,Framber Valdez,2025
Apr 14,HOU,@ STL,4.91,Framber Valdez,2025
Apr 20,HOU,vs SD,4.50,Framber Valdez,2025
Apr 26,HOU,@ KC,4.00,Framber Valdez,2025
May 2,HOU,@ CWS,4.39,Framber Valdez,2025
Mar 27,MIL,@ NYY,3.60,Freddy Peralta,2025
Apr 2,MIL,vs KC,2.08,Freddy Peralta,2025
Apr 8,MIL,@ COL,2.00,Freddy Peralta,2025
Apr 13,MIL,@ AZ,2.31,Freddy Peralta,2025
Apr 18,MIL,vs ATH,1.91,Freddy Peralta,2025
Apr 23,MIL,@ SF,2.43,Freddy Peralta,2025
Apr 29,MIL,@ CWS,2.52,Freddy Peralta,2025
May 4,MIL,vs CHC,2.18,Freddy Peralta,2025
Mar 27,MIL,@ NYY,3.60,Freddy Peralta,2025
Apr 2,MIL,vs KC,2.08,Freddy Peralta,2025
Apr 8,MIL,@ COL,2.00,Freddy Peralta,2025
Apr 13,MIL,@ AZ,2.31,Freddy Peralta,2025
Apr 18,MIL,vs ATH,1.91,Freddy Peralta,2025
Apr 23,MIL,@ SF,2.43,Freddy Peralta,2025
Apr 29,MIL,@ CWS,2.52,Freddy Peralta,2025
May 4,MIL,vs CHC,2.18,Freddy Peralta,2025
Mar 27,BOS,@ TEX,3.60,Garrett Crochet,2025
Apr 2,BOS,@ BAL,1.38,Garrett Crochet,2025
Apr 8,BOS,vs TOR,1.45,Garrett Crochet,2025
Apr 13,BOS,@ CWS,1.38,Garrett Crochet,2025
Apr 19,BOS,vs CWS,1.13,Garrett Crochet,2025
Apr 24,BOS,vs SEA,1.95,Garrett Crochet,2025
Apr 29,BOS,@ TOR,2.05,Garrett Crochet,2025
May 4,BOS,vs MIN,2.02,Garrett Crochet,2025
Mar 27,BOS,@ TEX,3.60,Garrett Crochet,2025
Apr 2,BOS,@ BAL,1.38,Garrett Crochet,2025
Apr 8,BOS,vs TOR,1.45,Garrett Crochet,2025
Apr 13,BOS,@ CWS,1.38,Garrett Crochet,2025
Apr 19,BOS,vs CWS,1.13,Garrett Crochet,2025
Apr 24,BOS,vs SEA,1.95,Garrett Crochet,2025
Apr 29,BOS,@ TOR,2.05,Garrett Crochet,2025
May 4,BOS,vs MIN,2.02,Garrett Crochet,2025
Mar 29,CLE,@ KC,3.60,Gavin Williams,2025
Apr 4,CLE,@ LAA,4.50,Gavin Williams,2025
Apr 10,CLE,vs CWS,3.46,Gavin Williams,2025
Apr 16,CLE,@ BAL,4.58,Gavin Williams,2025
Apr 21,CLE,vs NYY,4.15,Gavin Williams,2025
Apr 28,CLE,vs MIN,5.14,Gavin Williams,2025
May 3,CLE,@ TOR,5.06,Gavin Williams,2025
Mar 29,CLE,@ KC,3.60,Gavin Williams,2025
Apr 4,CLE,@ LAA,4.50,Gavin Williams,2025
Apr 10,CLE,vs CWS,3.46,Gavin Williams,2025
Apr 16,CLE,@ BAL,4.58,Gavin Williams,2025
Apr 21,CLE,vs NYY,4.15,Gavin Williams,2025
Apr 28,CLE,vs MIN,5.14,Gavin Williams,2025
May 3,CLE,@ TOR,5.06,Gavin Williams,2025
Mar 31,COL,@ PHI,0.00,German Marquez,2025
Apr 5,COL,vs ATH,2.45,German Marquez,2025
Apr 11,COL,@ SD,4.60,German Marquez,2025
Apr 16,COL,@ LAD,8.27,German Marquez,2025
Apr 24,COL,@ KC,9.30,German Marquez,2025
Apr 29,COL,vs ATL,9.82,German Marquez,2025
May 4,COL,@ SF,9.90,German Marquez,2025
Mar 31,COL,@ PHI,0.00,German Marquez,2025
Apr 5,COL,vs ATH,2.45,German Marquez,2025
Apr 11,COL,@ SD,4.60,German Marquez,2025
Apr 16,COL,@ LAD,8.27,German Marquez,2025
Apr 24,COL,@ KC,9.30,German Marquez,2025
Apr 29,COL,vs ATL,9.82,German Marquez,2025
May 4,COL,@ SF,9.90,German Marquez,2025
Mar 27,ATL,@ SD,0.00,Grant Holmes,2025
Mar 31,ATL,@ LAD,7.20,Grant Holmes,2025
Apr 9,ATL,vs PHI,4.00,Grant Holmes,2025
Apr 14,ATL,@ TOR,3.78,Grant Holmes,2025
Apr 20,ATL,vs MIN,3.22,Grant Holmes,2025
Apr 26,ATL,@ AZ,4.50,Grant Holmes,2025
May 2,ATL,vs LAD,4.24,Grant Holmes,2025
Mar 27,ATL,@ SD,0.00,Grant Holmes,2025
Mar 31,ATL,@ LAD,7.20,Grant Holmes,2025
Apr 9,ATL,vs PHI,4.00,Grant Holmes,2025
Apr 14,ATL,@ TOR,3.78,Grant Holmes,2025
Apr 20,ATL,vs MIN,3.22,Grant Holmes,2025
Apr 26,ATL,@ AZ,4.50,Grant Holmes,2025
May 2,ATL,vs LAD,4.24,Grant Holmes,2025
Mar 29,NYM,@ HOU,3.18,Griffin Canning,2025
Apr 5,NYM,vs TOR,2.79,Griffin Canning,2025
Apr 11,NYM,@ ATH,4.20,Griffin Canning,2025
Apr 17,NYM,vs STL,3.43,Griffin Canning,2025
Apr 22,NYM,vs PHI,3.12,Griffin Canning,2025
Apr 28,NYM,@ WSH,2.61,Griffin Canning,2025
Mar 29,NYM,@ HOU,3.18,Griffin Canning,2025
Apr 5,NYM,vs TOR,2.79,Griffin Canning,2025
Apr 11,NYM,@ ATH,4.20,Griffin Canning,2025
Apr 17,NYM,vs STL,3.43,Griffin Canning,2025
Apr 22,NYM,vs PHI,3.12,Griffin Canning,2025
Apr 28,NYM,@ WSH,2.61,Griffin Canning,2025
May 2,ATH,@ MIA,1.50,Gunnar Hoglund,2025
May 2,ATH,@ MIA,1.50,Gunnar Hoglund,2025
Apr 1,HOU,vs SF,5.40,Hayden Wesneski,2025
Apr 7,HOU,@ SEA,3.75,Hayden Wesneski,2025
Apr 13,HOU,vs LAA,4.00,Hayden Wesneski,2025
Apr 19,HOU,vs SD,3.91,Hayden Wesneski,2025
Apr 25,HOU,@ KC,3.86,Hayden Wesneski,2025
Apr 1,HOU,vs SF,5.40,Hayden Wesneski,2025
Apr 7,HOU,@ SEA,3.75,Hayden Wesneski,2025
Apr 13,HOU,vs LAA,4.00,Hayden Wesneski,2025
Apr 19,HOU,vs SD,3.91,Hayden Wesneski,2025
Apr 25,HOU,@ KC,3.86,Hayden Wesneski,2025
Mar 27,NYM,@ HOU,0.00,Huascar Brazoban,2025
Mar 31,NYM,@ MIA,0.00,Huascar Brazoban,2025
Apr 2,NYM,@ MIA,0.00,Huascar Brazoban,2025
Apr 5,NYM,vs TOR,0.00,Huascar Brazoban,2025
Apr 8,NYM,vs MIA,1.08,Huascar Brazoban,2025
Apr 9,NYM,vs MIA,0.96,Huascar Brazoban,2025
Apr 14,NYM,@ MIN,0.79,Huascar Brazoban,2025
Apr 16,NYM,@ MIN,0.73,Huascar Brazoban,2025
Apr 18,NYM,vs STL,1.35,Huascar Brazoban,2025
Apr 22,NYM,vs PHI,1.26,Huascar Brazoban,2025
Apr 23,NYM,vs PHI,1.17,Huascar Brazoban,2025
Apr 25,NYM,@ WSH,1.65,Huascar Brazoban,2025
Apr 27,NYM,@ WSH,1.56,Huascar Brazoban,2025
Apr 30,NYM,vs AZ,1.40,Huascar Brazoban,2025
May 4,NYM,@ STL,1.37,Huascar Brazoban,2025
Mar 27,NYM,@ HOU,0.00,Huascar Brazoban,2025
Mar 31,NYM,@ MIA,0.00,Huascar Brazoban,2025
Apr 2,NYM,@ MIA,0.00,Huascar Brazoban,2025
Apr 5,NYM,vs TOR,0.00,Huascar Brazoban,2025
Apr 8,NYM,vs MIA,1.08,Huascar Brazoban,2025
Apr 9,NYM,vs MIA,0.96,Huascar Brazoban,2025
Apr 14,NYM,@ MIN,0.79,Huascar Brazoban,2025
Apr 16,NYM,@ MIN,0.73,Huascar Brazoban,2025
Apr 18,NYM,vs STL,1.35,Huascar Brazoban,2025
Apr 22,NYM,vs PHI,1.26,Huascar Brazoban,2025
Apr 23,NYM,vs PHI,1.17,Huascar Brazoban,2025
Apr 25,NYM,@ WSH,1.65,Huascar Brazoban,2025
Apr 27,NYM,@ WSH,1.56,Huascar Brazoban,2025
Apr 30,NYM,vs AZ,1.40,Huascar Brazoban,2025
May 4,NYM,@ STL,1.37,Huascar Brazoban,2025
Mar 28,HOU,vs NYM,3.00,Hunter Brown,2025
Apr 3,HOU,@ MIN,3.00,Hunter Brown,2025
Apr 9,HOU,@ SEA,2.00,Hunter Brown,2025
Apr 15,HOU,@ STL,1.50,Hunter Brown,2025
Apr 21,HOU,vs TOR,1.16,Hunter Brown,2025
Apr 27,HOU,@ KC,1.22,Hunter Brown,2025
May 3,HOU,@ CWS,1.67,Hunter Brown,2025
Mar 28,HOU,vs NYM,3.00,Hunter Brown,2025
Apr 3,HOU,@ MIN,3.00,Hunter Brown,2025
Apr 9,HOU,@ SEA,2.00,Hunter Brown,2025
Apr 15,HOU,@ STL,1.50,Hunter Brown,2025
Apr 21,HOU,vs TOR,1.16,Hunter Brown,2025
Apr 27,HOU,@ KC,1.22,Hunter Brown,2025
May 3,HOU,@ CWS,1.67,Hunter Brown,2025
Apr 6,BOS,vs STL,3.60,Hunter Dobbins,2025
Apr 18,BOS,vs CWS,2.45,Hunter Dobbins,2025
May 3,BOS,vs MIN,3.78,Hunter Dobbins,2025
Apr 6,BOS,vs STL,3.60,Hunter Dobbins,2025
Apr 18,BOS,vs CWS,2.45,Hunter Dobbins,2025
May 3,BOS,vs MIN,3.78,Hunter Dobbins,2025
Mar 27,CIN,vs SF,3.60,Hunter Greene,2025
Apr 2,CIN,vs TEX,2.25,Hunter Greene,2025
Apr 7,CIN,@ SF,1.31,Hunter Greene,2025
Apr 13,CIN,vs PIT,0.98,Hunter Greene,2025
Apr 19,CIN,@ BAL,2.35,Hunter Greene,2025
Apr 26,CIN,@ COL,2.70,Hunter Greene,2025
May 2,CIN,vs WSH,2.53,Hunter Greene,2025
Mar 27,CIN,vs SF,3.60,Hunter Greene,2025
Apr 2,CIN,vs TEX,2.25,Hunter Greene,2025
Apr 7,CIN,@ SF,1.31,Hunter Greene,2025
Apr 13,CIN,vs PIT,0.98,Hunter Greene,2025
Apr 19,CIN,@ BAL,2.35,Hunter Greene,2025
Apr 26,CIN,@ COL,2.70,Hunter Greene,2025
May 2,CIN,vs WSH,2.53,Hunter Greene,2025
Apr 1,LAA,@ STL,0.00,Ian Anderson,2025
Apr 2,LAA,@ STL,18.00,Ian Anderson,2025
Apr 5,LAA,vs CLE,11.25,Ian Anderson,2025
Apr 11,LAA,@ HOU,12.00,Ian Anderson,2025
Apr 17,LAA,@ TEX,10.29,Ian Anderson,2025
Apr 20,LAA,vs SF,9.72,Ian Anderson,2025
Apr 22,LAA,vs PIT,11.57,Ian Anderson,2025
Apr 1,LAA,@ STL,0.00,Ian Anderson,2025
Apr 2,LAA,@ STL,18.00,Ian Anderson,2025
Apr 5,LAA,vs CLE,11.25,Ian Anderson,2025
Apr 11,LAA,@ HOU,12.00,Ian Anderson,2025
Apr 17,LAA,@ TEX,10.29,Ian Anderson,2025
Apr 20,LAA,vs SF,9.72,Ian Anderson,2025
Apr 22,LAA,vs PIT,11.57,Ian Anderson,2025
Mar 19,LAD,@ CHC,9.00,Jack Dreyer,2025
Mar 29,LAD,vs DET,3.86,Jack Dreyer,2025
Mar 31,LAD,vs ATL,2.70,Jack Dreyer,2025
Apr 2,LAD,vs ATL,1.69,Jack Dreyer,2025
Apr 6,LAD,@ PHI,1.17,Jack Dreyer,2025
Apr 9,LAD,@ WSH,0.96,Jack Dreyer,2025
Apr 13,LAD,vs CHC,0.87,Jack Dreyer,2025
Apr 15,LAD,vs COL,0.75,Jack Dreyer,2025
Apr 19,LAD,@ TEX,0.69,Jack Dreyer,2025
Apr 20,LAD,@ TEX,0.66,Jack Dreyer,2025
Apr 23,LAD,@ CHC,3.07,Jack Dreyer,2025
Apr 26,LAD,vs PIT,3.52,Jack Dreyer,2025
Apr 29,LAD,vs MIA,3.63,Jack Dreyer,2025
May 4,LAD,@ ATL,3.57,Jack Dreyer,2025
Mar 19,LAD,@ CHC,9.00,Jack Dreyer,2025
Mar 29,LAD,vs DET,3.86,Jack Dreyer,2025
Mar 31,LAD,vs ATL,2.70,Jack Dreyer,2025
Apr 2,LAD,vs ATL,1.69,Jack Dreyer,2025
Apr 6,LAD,@ PHI,1.17,Jack Dreyer,2025
Apr 9,LAD,@ WSH,0.96,Jack Dreyer,2025
Apr 13,LAD,vs CHC,0.87,Jack Dreyer,2025
Apr 15,LAD,vs COL,0.75,Jack Dreyer,2025
Apr 19,LAD,@ TEX,0.69,Jack Dreyer,2025
Apr 20,LAD,@ TEX,0.66,Jack Dreyer,2025
Apr 23,LAD,@ CHC,3.07,Jack Dreyer,2025
Apr 26,LAD,vs PIT,3.52,Jack Dreyer,2025
Apr 29,LAD,vs MIA,3.63,Jack Dreyer,2025
May 4,LAD,@ ATL,3.57,Jack Dreyer,2025
Mar 28,DET,@ LAD,3.18,Jack Flaherty,2025
Apr 4,DET,vs CWS,2.38,Jack Flaherty,2025
Apr 9,DET,vs NYY,1.62,Jack Flaherty,2025
Apr 15,DET,@ MIL,2.53,Jack Flaherty,2025
Apr 22,DET,vs SD,2.63,Jack Flaherty,2025
Apr 28,DET,@ HOU,3.34,Jack Flaherty,2025
May 3,DET,@ LAA,3.79,Jack Flaherty,2025
Mar 28,DET,@ LAD,3.18,Jack Flaherty,2025
Apr 4,DET,vs CWS,2.38,Jack Flaherty,2025
Apr 9,DET,vs NYY,1.62,Jack Flaherty,2025
Apr 15,DET,@ MIL,2.53,Jack Flaherty,2025
Apr 22,DET,vs SD,2.63,Jack Flaherty,2025
Apr 28,DET,@ HOU,3.34,Jack Flaherty,2025
May 3,DET,@ LAA,3.79,Jack Flaherty,2025
Mar 30,LAA,@ CWS,3.00,Jack Kochanowicz,2025
Apr 5,LAA,vs CLE,3.27,Jack Kochanowicz,2025
Apr 11,LAA,@ HOU,5.74,Jack Kochanowicz,2025
Apr 17,LAA,@ TEX,6.20,Jack Kochanowicz,2025
Apr 23,LAA,vs PIT,5.47,Jack Kochanowicz,2025
Apr 29,LAA,@ SEA,5.29,Jack Kochanowicz,2025
May 4,LAA,vs DET,5.79,Jack Kochanowicz,2025
Mar 30,LAA,@ CWS,3.00,Jack Kochanowicz,2025
Apr 5,LAA,vs CLE,3.27,Jack Kochanowicz,2025
Apr 11,LAA,@ HOU,5.74,Jack Kochanowicz,2025
Apr 17,LAA,@ TEX,6.20,Jack Kochanowicz,2025
Apr 23,LAA,vs PIT,5.47,Jack Kochanowicz,2025
Apr 29,LAA,@ SEA,5.29,Jack Kochanowicz,2025
May 4,LAA,vs DET,5.79,Jack Kochanowicz,2025
Mar 28,TEX,vs BOS,1.80,Jack Leiter,2025
Apr 2,TEX,@ CIN,0.90,Jack Leiter,2025
